Group,Text,Submissions,Agreement
0610068a-0d3d-4fc2-a81b-94a74454700a,"['hey', 'Hey', 'Hello', 'Do you think my cards are correct.', '?', 'probably', 'I chose A and M?', 'we had to solve it ourselves', 'I think is correct', ""'sure'''"", 'Ox which cards did you chose?', 'I choose A and M too', 'I chose a and 4 but a and m sounds more correct', '2 v 1', 'might as well go with the flow', 'Wait it was either an even number or a vowel? Right?', 'Yes, it is either the two', 'All cards with vowels on one side have an even number on the other.', 'I think that is more correct. We should choose between A and 4, that sounds more correct.', 'thats why I said A 4', 'That is great. Thank you.', 'cool', 'I think we should submit the game', 'great', 'ayyyy', 'Is that ok with everyone?', 'ok', 'yes', 'Okay bye. Thank you for your time. I hope we spent more than 5 minutes on this.']","{'cards': ['9', 'M', 'A', '4'], '': [], 'Lion': ['A', '4'], 'Ox': ['A', '4'], 'Alpaca': ['A', '4']}",0.5
0686b2d0-dddc-4052-92b2-2c274f3e4def,"['Hi', 'hello i picked u, not you but the letter u', 'U and 6', 'oh just U', 'The sequence may be 3,4,5,6', 'I only picked u', 'so i picked both U and V', 'ok  any reason why', 'yeah its just U', 'its only asking about cards with vowels on one side', ""'now i''m thinking i should have picked 6 as well'"", 'oh maybe 3 also', '3 and u', 'sounds good emu', 'So 3, U and 6?', 'nah dont need 6', 'to prove an even number on vowel u and a vowel opposite 6', 'wait why 3?', '3 because if the other side is a vowel on the 3 card, that invalidates the rule', 'oh sounds reasonable too', 'yes it does emu', '3 and U looks correct then?', 'yea', '3 and U it is then', 'sounds logical', 'so why not 6?', ""'6 isn''t needed because if a card has a consonant on one side and even number on other side thats fine'"", ""'doesn''t say anything about that'"", 'they can be both it sounds like', 'ok', 'cool we can submit?']","{'cards': ['3', 'U', 'V', '6'], 'Emu': ['3', 'U'], 'Llama': ['3', 'U'], 'Duck': ['3', 'U'], 'Guinea pig': ['3', 'U']}",1.0
069dce94-a359-41a6-afb5-d9d074c7fcc3,"['I am pretty sure the only one that needs to be turned over is U', ""'What do you all think? I figure you''d need all four cards to verify the rule in question.'"", 'I was thinking U and the number cards need to be selected', 'The rule only claims that all vowel cards need an even number on the back', 'not that all even number cards have a vowel', 'I thought U and 8', 'Hm wait I could be wrong', '@Kiwi Yeah that makes sense', 'Oh yeah makes sense!!!', 'So then U?', ""'Well definitely U, and I don''t think we need 8'"", 'Sounds right to me.', 'But maybe we need to turn 5 over', ""'I don''t think so either'"", ""'I don''t think 5 needs to be because it''s odd'"", ""'Because if 5 has a vowel on the back, that tells us the rule isn''t true'"", 'Unless you turn over G and it has an even number on the other side.', 'Or if you turn over 8 and it has a consonent.', 'My only thought when I was doing the task is that it only takes one card to disprove the rule.', 'I jus thought it take at least two card to verify', ""'Well it''s ok for 8 to have a consonant'"", 'The rule is only that a vowel must have an even number on the other side, not vice versa', 'Gotcha', ""'And we don''t need G because there''s no rule about consonants'"", 'Yeah that makes sense to flip 8 & u because u will make the rule true and 8 can be the tester', 'So I think the question is do we need to turn 5 over also', 'Or just U?', 'or does it need to be 8,u & 5?', ""'I guess we don''t all have to have the same answer, but I''m inclined to go with 8, u and 5.'"", 'I think one card does not suffice', 'I agree.', ""'So definitely U and 5....but I''m not sure about 8'"", 'I agree', 'Wont U be needed to verify the rule?', 'Yes', 'Actually nvm I read that wrong', 'Well, if we flip 8 and it has T on the back of it, it would disprove the rule. Or am I overthinking it.', 'Because cards with vowels on one side must have even numbers on the other.', ""'I went with 5 and U. Don''t forget to submit your final response before the timer runs out'"", 'Okay thanks', ""'Cheers ya''ll'"", 'Back atcha', 'The rule states vowels and even numbers so I wold think those would be the ones to check', 'Thank you have agreat day']","{'cards': ['5', 'U', '8', 'G'], 'Ox': ['5', 'U', '8', 'G'], 'Leopard': ['5', 'U'], 'Kiwi': ['5', 'U'], 'Bee': ['U', '8'], '': []}",0.050000000000000044
06d658f6-d0ad-4fef-9a1c-6353b9700f18,"['E and 6', 'why E and 6?', 'I selected 7,E, and 6. Anyone agree?', ""'I got that too. Now I''m thinking we should have picked all the cards.'"", 'I selected 7 and E', 'E and 7 you have to turn to get the letter on one side and number on the other', 'because your only wanting cards that have a vowe and an even number', 'I agree 7 should be picked too. To disprove the theory', 'oh woops read that wrong youre right', 'You have to check 7 to see if there is a vowel', 'what if 7 has a vowel behind it?', 'the vowel is E', 'the number to move is 7', 'We could use the same thought process with H too. have to check if it has an even number on the back', 'If it has a vowel the rule is wrong', 'true but its not a vowel', ""'H doesn''t fall under the rule. Don''t matter what''s on the other side.'"", 'so E and 7?', 'we are only trying to test the rule that all cards with vowels have an even number on the other side. It never said we had to ONLY choose the cards that match those circumstances', 'thats what I think E and 7', 'me too', 'I agree with 7 and E', 'I agree with 7 and E. what about 6?', 'It says only select the cards needed to test the rule. I think that would be 7, E, and 6.', 'I agree with 7 E and 6', 'You have to know if there is a vowel on the other side of those cards to test the rule.', 'same', 'do we all hit final decision now?', 'Final answer 7, E, and 6?', 'I guess', 'thats good with me']","{'cards': ['E', '7', '6', 'H'], 'Hamster': ['E', '7', '6'], 'Lion': ['E', '7', '6'], 'Kiwi': ['E', '7'], 'Tiger': ['E', '7', '6'], 'Guinea pig': ['E', '7', '6']}",0.7738095238095238
07160ace-1991-462a-a52e-81fb44a6c59a,"['I have revised my solution, but am unsure if it is correct.', 'I think if you flip the 3 and the A, you can confirm if the statement is true', 'I have revised my solution. Has anyone else come up with the solution?', ""'Beause if 3 is filpped and it''s a consonant, it''s true; if 3 is flipped and it''s a vowel, it''s not true. Flipping A is the same. If it''s even, it''s true; odd, not true.'"", '3 and A, I think', 'That seems like a good idea. I did that.', 'This seems like a really good solution to the question.', 'Anyone else have thoughts?', 'Leopard, Kiwi? Bueller?', 'Agree, anyone else have anything to add?', 'I will submit the hit now with 3 and A flipped as we have discussed.', ""'Well, I definitely think that it''s A and 3. I will submit it as well.'"", 'Have a good day, Duck.', ""'Hopefully it''s the right one.'"", 'You too, giraffe.', 'Goodbye Giraffe, goodbye.']","{'cards': ['3', 'A', 'G', '6'], '': [], 'Duck': ['3', 'A'], 'Giraffe': ['3', 'A']}",0.3125
071d0952-edd7-4fed-9d76-6add6632e68e,"['Hello', 'Hello all', 'Hello', 'Hi', 'Hi, have we made decisons', 'its only necessary to turn over E and 5.', 'I agree', 'yes we did', 'I agree too', ""'it''s'"", 'I think M and 6', 'Okay', 'Why M and 6? M is not a vowel', '6 is an even number', 'I picked M 5 before but i think it is e and 5', ""'I think you''re right - E 5'"", 'We basically need to check the cards that could possibly contradict the rule - the only ones that could contradict the rule are E and 5', 'E can contradict the rule if the other side of the E is odd', ""'I agree, E and 5, I picked the 6 initially but I can see how that doesn''t help.'"", 'Right, Koala. Exactly.', '5 can contradict the rule if the other side of 5 is a vowel', 'E and 6 it is then', 'E and 5, not E and 6', 'yes.', 'yes sorry I MISTYPED IT', 'e and 5', 'Are we done, then?', 'Most people get the task wrong it says']","{'cards': ['E', '5', 'M', '6'], 'Koala': ['E', '5'], 'Leopard': ['E', '5'], 'Panda': ['E', '5'], 'Giraffe': ['E', '5'], 'Raven': ['E', '5']}",1.0
074de597-b9e9-4186-ae35-261cc8ef46f7,"['I am wondering if turning over the letter cards will show the answer', 'You need to turn over 2 cards', 'If you turn over A, then you can see if the other side is an even number', ""'This is mostly a guess, but given the instructions I decided to choose the ''8'' card and the ''A'' card.'"", 'Hello, could you tell me your mental process to reach your conclusions about the cards tasks?', 'I also assumed that all the cards had to be turned over to find the correct answer.', 'Or could turn over the A and 5.', 'If A is turned over and it is an odd card, then it would prove the rule is wrong. So that is why we should also turn over the 5, to see if there is a vowel on the other side of the 5', 'I chose A and 5 as well', ""'THanks Bat, that makes sense. I''ll pick A and 5'"", 'Makes sense', 'Me too.', 'You could turn all of the cards over, but it asks to select only the cards required to verify the rule. In this case you only need to turn over 2 cards', ""'But, wouldn''t we get the same result if we turned over the L and 8?'"", 'Yes, with that ""rule"" it is probably as you say, A and 5', 'we have to use one we know is a vowel to either prove or disprove', ""'L is not a vowel, so it doesn''t give us a for sure answer'"", 'if we turn it over that is', 'but 8 is even', 'TRUE', 'it is just the opposite scenario of A and 5', 'I think we should flip all of them. Because if you flip L and it has an even number then that would prove the rule is wrong', ""'Turning all of them over would work, but isn''t necessary to prove it or disprove it.'"", 'we must think about it more, there must be only one correct answer.', 'I still think A and 5 will lead us to know for sure if the the rule is correct or not', 'sounds good to me', ""'Wait, it''s not A and 5.'"", 'Can you explain?', 'Its L and 5.', 'If there is an even number behind the L, the rule is broken.', ""'It doesn''t matter what is behind the letter A'"", 'Only an odd-numbered card and a letter other than a vowel can invalidate the proposition.', 'do you agree?', 'Hello¿', 'Bat', 'Its L and 5 Bat. trust me.']","{'cards': ['5', '8', 'L', 'A'], 'Llama': ['5', '8', 'L', 'A'], 'Tiger': ['5', 'A'], 'Bat': ['5', 'A'], 'Narwhal': ['5', 'L']}",0.16666666666666674
083f6017-4c39-43be-8687-31f5a901717b,"['“All cards with vowels” There is only one vowel showing.', 'We only care about cards that would violate the rule', 'having an odd number opposite a vowel would violate the rule', 'Correct. So only check U.', 'and having a vowel opposite an odd number would also violate the rule', 'so i chose U, and 7', 'if 7 had a vowel opposite it it woud violate the rule too', 'Hmm. Yes, I chose U and 2 but I think you may be correct.', '2 could also have consonates on it', 'U should be first', 'nothing wrong with having a even number opposite a consonsonent', ""'Yeah, and it still wouldn''t violate the rule so it doesn''t matter.'"", ""'i''m picking U, 7'"", ""'Yes, I''m going with that too. Thank you for correcting my logic on that one.'"", 'no problem', 'Are we all set then?', 'All agreed?', 'Good to submit? haha']","{'cards': ['U', '2', '7', 'C'], 'Cat': ['U'], 'Zebra': ['U', '7'], 'Kiwi': ['U', '7']}",0.6857142857142857
0884e8f0-ca8f-413a-9455-f166a0ad67d8,"['Hello!', 'hi', 'My choices were 4 and U', 'mine too', 'Great; the U is a vowel so you need to see if it has an even number on the other side', 'Oh wait', 'I think it is actually 3 and U', 'why?', 'Because if 3 has a vowel on the other side, then it breaks the rule', 'oh ok', ""'We don''t even need to know the 4'"", ""'There is no rule that a consonant can''t ALSO have an even number'"", 'yeah that makes sense', 'cool I think that makes sense for me', 'yeah I changed it', 'A couple more minutes of chat to meet the requirement; how is it going there? :)', ""'I guess we''re the only two that lasted'"", 'I guess so. Its good here, how about you?', ""'Since we have the extra time, might as well also point out that the M doesn''t matter because we don''t care if it has an odd or even number on the back'"", 'yeah, this game is more confusing than it should be lol', 'ok!']","{'cards': ['3', 'U', 'M', '4'], '': [], 'Tiger': ['3', 'U'], 'Butterfly': ['3', 'U']}",0.3125
08c890ac-c67f-4be7-aaba-8c3f31c8abc1,"['I am not sure of my answer but if we flip a vowel we can check that the other side is even. We can also check if the even number 6 has a vowel on the other side.', 'I think you have to flip the E', 'Either the E or 6 make sense to me.', ""'There''s nothing that says that a card with a consonant can''t have an even number on the other side.'"", 'I think you need to flip them all - and exception could take place for every card', ""'It doesn''t say you need to do only 1 or a minimum...'"", ""'Yes, I agree that you can''t really know for sure unless you flip them all'"", 'I suppose it does say ""only"" but still, who knows what is on the back of any of the cards?', 'it does say only but then says card(s) so we could choose all', ""'I''m good with that if y''all are...'"", ""'It tells us that each has a letter on one side and a number on the other. Maybe we aren''t supposed to question that part'"", ""'So we have to flip the 9 because we have to see that other side isn''t odd'"", 'We are just testing the rule about the vowel / even number', ""'sorry isn''t a vowel'"", 'So I say we only have to flip the E', 'That was my first instinct Cat but the instructions say that most people get this task wrong.', 'It is only saying that all cards with vowels have an even number on the other side. So we need to just check the vowel E', 'I think', ""'It doesn''t say that all cards that are even have a vowel on the other side'"", '\'I\'\'m still suspicious of the ""All cards"" disclaimer. What if the rule is false?\'', 'If there was a vowel on the other side of the 9, the rule would be broken so I think we have to check that too', 'That makes sense, Puffin', '9 and E?', 'My final vote is 9 and E', ""'That is fine... let''s see what happens.'"", 'Ok I am good with that']","{'cards': ['W', '9', 'E', '6'], 'Puffin': ['E', '9'], 'Emu': ['E', '9'], 'Cat': ['E', '9'], 'Chipmunk': ['E', '9']}",1.0
08f1f827-f181-403b-9e1d-0843a43e8a65,"['hi', 'Hello everyone, so what do you think about the task?', 'I thought switching 7 and H', 'would do it, but now after waiting, I am not sure lol', 'So I figured choosing A and 2 would be the correct solution being that vowels have an even number on the other side. This will also be true for choosing an even number card. It will have a vowel on the opposite side.', 'i think h and 2', 'Why H?', 'because vowels not present', 'I had at first, but on the other side for me could be not directly next to it. 2A just seems to easy', ""'Aha. Gotcha. This makes some sense. I revised to 2 and H. You''re right. It did seem a bit too easy. lol'"", 'are you sure?', '*I had I meant to say', 'NO I am not sure lol', 'This is harder than i thought', 'ok are you guess', 'Or maybe the answer is obvious. They coulkd have said most get this wrong to throw us for a loop.', 'I know I was just thinking that also lol', 'Haha', 'this is harder than I thought. I am reading it again for the 5 time. lol', 'I will revert back to 2 and A I think.', 'Yeah, I keep reading over myself.', 'i choose 2 and A', 'should be the same set up,  as the first sentence but with the rule', 'lets go 2A', 'Yeah... Like I know it seems plainly obvious, but it really makes the most sense, if I am understanding the instructions right.', 'Ok 2A it is.', 'yes']","{'cards': ['2', '7', 'A', 'H'], 'Bee': ['2', 'A'], 'Guinea pig': ['2', 'A'], 'Beaver': ['2', 'A']}",1.0
09b321d6-e6b9-446a-96af-79d89d66d71d,"['Hello, what card did you choose?', 'Hi, I just randomly pick one to participate in the group discussion..', 'I picked L', 'Hey :) I chose the A, because we need to test which number is on the other side, and the 3, because we need to verify that the letter on the other side is not a vowel', 'Why did you pick the L?', 'I am not sure. Why picked L?', 'Yes, exactly', 'I thought that the remaining cards would fill in the criteria, so I removed L', 'But we are turning cards to test the rule, not removing cards', 'Yes, I agreed with Bee.', ""'It''s forall x vowel(x) -> even(x)'"", 'Right', 'Testing the rule does not mean that we remove the card, right?', 'I thought that we would be removing the card', 'Indeed, just pick the cards we need to test the rule', 'So A because the other side might be odd, and 3 because the other side might be a vowel', 'In this case, yes', 'It seems that the game is over?', ""'Yeah, time''s out it seems'"", 'Yes', 'I selected A.', 'I still have A and 3', 'I changed my answer to be 3 and A', ""'since we''re not removing cards'"", 'Ah, yes, 3 should be included too..', 'L will be an odd number and 6 in a vowell', 'vowel*', 'I submitted again, but nothing happened. Should we keep discussing or we can leave?']","{'cards': ['3', 'A', 'L', '6'], 'Bee': ['3', 'A'], 'Chipmunk': ['3', 'A'], 'Dolphin': ['3', 'A']}",1.0
0a057d01-a7d0-4028-9daf-c71751339d16,"['hey!', 'hi', 'Did we all get the same cards?', '25FI?', 'yup', 'yep, got those cards', '\'I\'\'m going to guess the ""I"" card needs to be turned?\'', 'So what do you guys think? Is it just the ""I"" card that shoud be turned?', 'agree duck', 'yeah, i agree', 'Alrighty- I card it is then', 'Not sure how we supposed to chat 5 min when we all agree', ""'You''ve gotta submit the I card again'"", 'then we can complete']","{'cards': ['5', '2', 'I', 'F'], 'Cat': ['I'], 'Tiger': ['I'], 'Duck': ['I']}",1.0
