Group,Text,Submissions,Agreement
338c2869-0ab3-4400-b086-014788358786,"['I have decided to turn card 2 and 3 over. Card 2 has an even number so if it is a vowel on the other side it would mean the rule is true. Card 3 has a vowel on the front so if there is an even number on the other side then the rule would also be true.', 'Hi. I think the way to disprove is to check impossible limits of proof.', 'Ok. Can you explain how you would disprove it?', '1 and 4 is my picks', 'If 1 has an odd number and 4 have a consonant then you still could not prove or disprove the rule', 'If the first has an even number the proof is false anc so on.', 'I am rethinking you would need to turn them all over then. To prove both and have the best odds of certainty']","{'cards': ['A', '2', 'Z', '3'], 'Cat': ['3', 'Z'], 'Puffin': ['A', '2', 'Z', '3'], '': []}",-0.2222222222222221
45f989dc-371a-497b-b664-3a1348bf5c62,"['hi', 'which cards did you guys choose?', 'Hi', 'i chose E and 4', 'I chose E and 4', 'but honestly wouldnt we need to turn over all of them for a large enough sample to test the rule', 'I think you might be right', 'yeah exactly. i chose e and 4 too', 'Should we turn them all over', 'i think so', 'OK I will revise my selection', 'me too', 'ok i will too', 'Is Beaver still here?', 'also it said that most people get this task wrong, turning over just e and 4 is the obvious choice', 'should that be the final decision then?', 'nah i think all of them is the final', 'because we would need positive and negative outcomes to verify the rule', 'Yes, select all then hit final and submit', 'ok im submitting now', 'ok']","{'cards': ['E', '9', 'C', '4'], 'Dolphin': ['E', '9', 'C', '4'], 'Tiger': ['E', '9', 'C', '4'], 'Beaver': ['E'], 'Hamster': ['E', '9', 'C', '4']}",-0.15384615384615374
4f93f7a5-f387-43ec-9adb-55b8cbd6c22f,"[""'I think it''s E and 9, since E must have an even, and if 9 has a vowel it disproves the rule.'"", 'The 2 also needs to be turned to verify', ""'If the 2 was also a consonant it wouldn''t matter, because the rules doesn''t say only vowels have even numbers.'"", ""'At least that''s my thinking'"", ""'But you we don''t know what is on the other side of the 2'"", ""'S is the only card that doesn''t need to be turned because it doesn''t contain a vowel'"", 'The rule is vowels must have an even number. Not that all even numbers must be vowels.', ""'I think it''s a trick to make you select 2, when 2 doesn''t matter because 2 not being a vowel wouldn''t mean anything'"", 'I agree with S though', 'I think you may be right about the 2 and I have revised my choice.', ""'I''m going to submit with E and 9.'"", 'I will do the same']","{'cards': ['E', 'S', '2', '9'], 'Bee': ['E', '9'], 'Alpaca': ['E', '9'], 'Butterfly': ['S', '2']}",-0.2222222222222221
5561e76e-2fbc-45be-8220-805f5dc5eef7,"['Hi!', 'Hi', ""'I think that''s the solution, what do you guys think?'"", ""'I don''t know how to see what you picked'"", 'We can go over it, one card at a time if you guys want', 'Does everyone have W,U,8,3', '?', 'Yeah that works', 'Those are my cards', 'Yes, those are the same for me', 'Did you flip W?', 'I picked U and 8', 'I discarded W because W is not a vowel', 'and discarded 3 because 3 is not an even number', 'I also did not pick W', 'I did not pick 8, because if the other side is a vowel then it confirms the rule and if it is not a vowel, it does not contradict the rule', 'It does not say that all cards with an even number have to have a vowel', ""'We''re selecting cards to turn to test the rule, right?'"", 'Yes', 'So I think we need to turn U to test the rule', 'same with 3', 'sorry, same with 8', 'I selected U and 3. We definitely need to turn U to see if the other side is even or odd.', 'yes', 'but why 3?', '3 is an odd number', 'For 3, we need to know if the other side is a vowel or not. If it is a vowel, then the rule fails', 'we know the rule fails already because 3 is not an even number', ""'Is your rule ''All cards with vowels on one side have an even number on the other.'''"", 'yes, and since 3 is an odd number, that card fails the rule, right?', 'It could be a consonant on the other sided', ""'If it''s a consonant it doesn''t fail'"", '*side', 'it does because 3 is odd', 'the rule says the number must be even', 'If the other side is a vowel, then the number must be even. If the other side is a consonant, then the number can be even or odd', ""'We don''t know if it is a vowel or not. If it is a vowel, it fails. If it is a consonant, it passes'"", 'Does that make sense?', 'Are you still there""']","{'cards': ['W', 'U', '8', '3'], 'Panda': ['3', 'U'], 'Butterfly': []}",-0.16666666666666674
670a9d86-7bfd-449c-8641-c90ab43c9da9,"['Hey! What did we choose? I went with the E card and the 5.', ""'I think the Vowel (E) is the only one you don''t have to flip over to test the tule.'"", 'What if the 5 has a vowl on the other side? That would break the rule.', 'I went with the 8 and E card. I am not sure which one is right lol', ""'My thought was the 8 wouldn''t matter--since the rule is that all vowels have even numbers with them. Not that all even numbers have vowels.'"", ""'Wouldn''t you need to test the 8 to make sure the rule is right though? My thought was flip that one over to see if it does have a vowel on the other side. If it does then the rule would be right?'"", 'I agree with Falcon', 'I had the same thought process with the E. If there is an even number on the other side then that would also prove the rule to be right', '\'but the rule doesn\'\'t say ""all cards with even numbers on one side have vowels on the other""\'', 'an even number might go with both vowels and constants, while vowels only go with even numbers', 'oh good jpoint Hedgehog! maybe we are only supposed to flip the 8?', 'point*', 'the rule is also that ""All cards with vowels"" not just one or two---which means if the 5 has a vowel, the rule is broken', 'right?', 'Yes another good point. Honestly at this point I feel like you need to flip all of them to be sure the rule is right..', 'It would be the only for sure way to know every single card follow the rule?', ""'Maybe...but the G has a number on the otherside. We know that. And we know constants don''t matter.'"", 'and the 8 has a letter, since all ""4 cards below has a letter on one side and a number on the other""', ""'but if it''s a vowel on the other side of the 8 we follow the rule, and if it''s a constant we don''t break the rule'"", 'Would we not break the rule because we know it at least has an 8 on one side?', 'Turning every single card seems like the only surefire way', 'vowels must have even numbers', 'constants can also have even numbers though', 'Yes, you are making very good points. Are you thinking we flip the 8, E, and 5?', 'No wait sorry that wouldnt make sense. I mean the E and 5', 'I am sorry']","{'cards': ['E', '5', '8', 'G'], '': [], 'Hedgehog': ['E', '5'], 'Kiwi': ['G', '5', '8'], 'Falcon': ['E', '8']}",-0.19047619047619047
6b30bea1-b811-469a-a57d-aa06677b8ae7,"['I believe the A and the 4 are coreect', 'Hi all.  I think we need to check card A to see if there is an even number, and we need to verify if there is a vowel on #4', 'anyone else have any other ideas?', 'Maybe we need to check one of the other cards like S or 7 to make sure the theory is correct?  What do you think?', 'As I said we need to turn both to test this', ""'I''m going to revise and say check them all to make sure the theory is correct.'"", 'thats true to test it turn one even number and maybe one odd numbe', 'Logically, it makes sense to check all the cards to prove the rule', 'I say test the A and the 7', 'right, but what if the 4 has a consonant on the reverse side?', ""'even if it does we are only testing to see f itt''s true right ?'"", ""'more than likely if we test those 2 it shuld let us know if it''s true'"", 'right ?', ""'that''s going to be my final choice'""]","{'cards': ['S', '7', 'A', '4'], '': [], 'Chipmunk': ['7', 'A'], 'Llama': ['S', '7', 'A', '4']}",-0.2222222222222221
6dff961d-30ce-4f49-a911-fb19e9e334f7,"['Hello', 'Hi', 'Hi', 'What cards did you all pick?', '4A', '4 and A', 'How about you?', 'I was thinking that but I went with 4 and 9 in the end', 'All cards with vowels on one side have an even number on the other.', 'so looking at either vowels (A) or even numbers (4)', ""'Ok, I''m willing to go with that. My thought was that if 9 was a vowel it would tell you it''s wrong'"", '\'Theoretically though, wouldn\'\'t someone select ALL the cards to ""test"" the rule? Because if there is a vowel on the other side of 9 then it would void the rule, essentially failing the test\'', ""'That''s kind of where i was going'"", ""'because if you''re only looking at vowels or even numbers you''re only testing half the rule'"", 'Yeah', 'but I usually stink at logic puzzles, so I can be persuaded otherwise :)', 'Yes, same here!', '@Narwhal what do you think?', 'wait, this may not be so easy', 'Any thoughts Narwhal?', 'Ok, all ears', 'thinking', 'Most people get this task wrong.', 'each card has letter on one side and number on the other', ""'Which means the fact that we have come up with two solutions so fast means it''s probably wrong'"", 'so 9 has a letter on the other side and Q has a number on the other side', 'Right', 'Do we need to pick them all?', 'All cards with vowels on one side have an even number on the other.', 'And we need to verify that rule', ""'That doesn''t mean the other way around either'"", 'Q might have an even number on back', '9 might have vowel on back', ""'Oh, I see where you''re going with that'"", 'Oh yeah', 'my guess is pick all', ""'Unless I''m missing something, I would concur'"", 'pick all', 'I agree - it seems like if 9 has a vowel, the rule is out.', 'Ok, good. You can go ahead and sumbit game then Guinea', 'submit*', 'with all selected', 'got it - thanks everyone', 'You too!']","{'cards': ['Q', '9', 'A', '4'], '': [], 'Narwhal': ['Q', '9', 'A', '4'], 'Guinea pig': ['Q', '9', 'A', '4'], 'Bee': ['Q', '9', 'A', '4']}",-0.25
6f527c6e-432f-418d-a0d6-cbabcdff4cc9,"['hii', 'Hi', 'What is your choice', 'I think we only need to flip the 6 because it would make it false.', 'What do you think', 'No I think U', 'But then we wouldnt have vowels to test the rule', 'Ya', 'What do you think?', 'My choice is U Please choice it']","{'cards': ['Q', 'U', '9', '6'], 'Lobster': ['U'], 'Puffin': ['6']}",-0.16666666666666674
73981781-0363-4f3d-9577-9f563e9b774c,"['which one do you think it is?', 'I picked E and 4 as my answer. What did you pick?', 'I did E and 7', 'But we might only need one if it is the right one', 'i think the other 2 ppl left the group', 'if E has an odd number, we would only need to pick e', 'Well the tasks says all cards with vowels on one side have an even number on the other. So to me I feel that the right answer is to pick the only visible vowel and even number', 'yea, I agree with that', 'but it is hard to choose between 4 and 7', 'maybe it is 4', ""'if we pick the 4, and it doesnt'' have a vowel on other side, it would tell us'"", 'Well 7 is irrelevant in this case because even if it has a vowel on the other side it’s an odd number', 'yes', 'exactly! So it’s E and 4', 'ok, i am going to submit e and 7', 'No submit e and 4']","{'cards': ['E', '7', 'B', '4'], '': [], 'Koala': ['E', '7'], 'Alpaca': ['E', '4']}",-0.03125
7db016ee-7a8e-47b0-818a-78e657ec2377,"['Hello', 'what does everyone think is the correct solution?', 'Hello', 'I was originally thinking the U and the S', 'What do you think', ""'this is tricky, I see why you chose that. I thought of checking 8 and U but I know that''s not correct because we need to check either 9 or S'"", ""'to be honest I''m stumped lol'"", 'Same lol', 'I keep changing my mind', 'me too', ""'I guess I don''t understand why we wouldn''t turn over every card'"", 'really you should check all 4 cards', 'oh lol same thought', ""'it''s the only way if you think logically right?'"", 'or just the 8 and U if I reread the instructions?', 'never mind', ""'I''m overthinking it'"", 'yeah I think I am too', ""'I think we''re out of time'"", 'Okay', 'All?', 'yeah', 'thank you!', 'yw, thank you!']","{'cards': ['U', '8', 'S', '9'], '': [], 'Guinea pig': ['U', '9'], 'Falcon': ['U', '8', 'S', '9']}",-0.2222222222222221
7de715c1-acfb-45e7-a4b3-1c0edfc9a265,"['hi there', 'Hello', 'So what were your card selections?', ""'so you''d have to see whether U has an even number'"", ""'and then you''d have to see if 9, an odd number, has a vowel on the other side, as that would disprove the rule'"", 'U and 9', 'right and flip 6 to see if it has an even number', 'i agree i selected u 6 and 9', ""'you don''t need 6'"", 'oh right thats correct', 'even numbers can have anything on their backs, the limitation is just on vowels', 'yeah i see that now, thanks', 'so we agree just u and 9?', 'yes that is correct', 'guess we gotta wait for the 5 minutes', 'how long we been waiting?', 'theres a timer up a bit on the page, we have 3 min 20 sec left', 'neat', 'yeah, i thought there would be more than two of us lol', ""'I''ll hit submit at 30 seconds left cause it the timer started at like 6'"", 'alright, good to know']","{'cards': ['U', '9', '6', 'H'], '': [], 'Lion': [], 'Guinea pig': ['U', '9']}",-0.10000000000000009
7df9bbcc-ccc2-4777-b303-f6b4aced042f,"['Hai', 'Hai', 'hello', ""'oh, i''m a hamster. ok...'"", 'Hey', 'I am OX', 'How are you all', 'am Unicorn', 'well enough :)', 'am good', ""'hope you''re all well too :)'"", 'absolutely', 'so', 'about the task', 'seems to me we only need to turn the A card.', 'I have choose the consonant letter', '@Beaver could you explain why?', 'I choose the first card. please help me to find correct one', 'My feeling is, the rule only mentions vowel cards, and it says it has an even number on the other side.', 'anybody there', ""'so the only way to make sure that''s true, in my view, is to turn the one vowel card.'"", 'please help me to find correct decision', ""'i don''t know if i''m right, but my logic is the one i explained above...'"", ""'and guys, i''ll submit when we have only 30 seconds left...'"", 'I think i choose the correct answer but i am not sure', 'i also think i choose the correct answer', 'I believe all are choose the correct answer', 'I choose the second option anybody choose thereon']","{'cards': ['2', '9', 'S', 'A'], 'Ox': ['2'], 'Unicorn': ['2', 'A'], 'Beaver': ['S'], 'Hamster': ['A']}",0.0
8026f6ee-3576-45b9-b861-33e8c4bc0032,"['Hello, what did you choose for your solution?', ""'There is actually no way of verifying the rule without checking all the cards but I think the researchers don''t want that so I just selected the vowel and even number'"", 'I thought that the U and 4 would work for the rule, because if the rule is that one side is a vowel and the other is an even number there the only ones that work', ""'they''re'"", 'yes, I agree with you Kiwi', ""'those are what I choose to. I also considered you would have to check the other cards to make sure they don''t break that rule though.'"", 'I just selected the U and 4 though', 'I went with the numbers.', 'Yeah Kiwi, that makes sense to me too', 'That sounds logical.', 'I will revise now.', 'I revised to to select every card', 'ok sounds good, let do it!', 'I am following the leader.']","{'cards': ['U', 'N', '7', '4'], 'Kiwi': ['U', 'N', '7', '4'], 'Beaver': ['U', '4'], 'Duck': ['U', 'N', '7', '4'], 'Guinea pig': ['U', 'N', '7', '4']}",-0.0714285714285714
816e2b09-21bc-4d7b-9d34-c1a3352bafe3,"['Hi, how are you?', 'I clicked the cards with the 2 and the E because 2 is an even number and E is a vowel.', 'I clicked the same two cards. I think this solution is correct.', ""'Yeah, I don''t see any other solution that would make sense.'"", '9 is not an even number and W is not a vowel.', 'Agreed.', 'Should we test the 9 to ensure that there is no vowel on that side?', ""'Is there a way to test it? I thought we wouldn''t see the answer until after the final decision.'"", 'When you do research, sometimes there is a test of a control group. The 9 would be the control.', 'So how do we test the 9?', ""'We can''t select the 9. It states only the cards required to verify the rule.'"", 'The two cards are 2 & E', ""'That''s what I''m going to go with.'"", 'I think we should go with that too.', 'Do you think that our answer will be correct?', 'We are only concerned with the number of cards we need to test the rule?', 'Would you like to submit the same answer?', ""'I''m going to click it and submit.'""]","{'cards': ['W', '2', '9', 'E'], 'Cat': ['E', '2'], 'Tiger': []}",-0.16666666666666674
8576e30b-8902-4988-a064-edc4e3d83d21,"['hello', 'hi I selected the cards A and 4 since A is a vowel and 4 is even.', 'Did anyone select something else?', ""'That''s what I slected to.'"", 'Those are the only vowels and even numbers.', 'I mean techinically you could select all of them to prove if the thoery is correct or incorrect.', 'Should we pick another card ?', 'Yes but those cards in particular would confirm that all cards with vowels have even numbers.', ""'I don''t think we should select any other cards'"", 'TRUE', 'okay I am going to submit those then', 'is that all we have to do ?', 'Since T and 9 are not even or vowels it would not really prove anything', 'I believe so', 'oh wait.', 'what if the 9 is a vowel ?', 'no', 'yuo wouldn;t know that unless you flip it.', ""'T doesn''t matter if its even because it doesnt say that cards that are not vowels cannot have even numbers.'"", 'however, it does say that ALL cards with vowels have an even number.', 'so you are saying we should flip them all just incase the odd card has a vowel', 'So if 9 is not a vowel.', 'I dont think T needs to be flipped.', 'But all the others yes.', 'but also T could have an even number on the back as well', 'lol im starting to change my theory', 'even if T has an even number thats okay - the rule doesnt say anything about letters than are not vowels.', 'We just need ot make sure that all vowels have even numbers, so therefore we need to include 9 incase it has a vowel.', 'okay so you are saying flip A, 4 and 9', 'yes', 'I think so', 'that makes sense', 'so im going to submit have a good one.']","{'cards': ['9', 'T', 'A', '4'], '': [], 'Lion': ['9', 'A', '4'], 'Bee': ['T'], 'Llama': ['9', 'A', '4']}",-0.19047619047619047
893e88d7-ab30-488c-99e2-2f3edb333eec,"['hello', 'so are we just trying to verify that the even number card will have a vowel on the opposite side?', 'Hello', 'also hello', 'I have the opposite, all vowels have an even number', '@Bat  sure', 'We have mixed option.', 'Do we all have the same wording?', 'It says All cards with vowels will have an even number, so my opinion would be we would have to select both the 8 and the 5', 'I went with 5 and U', 'my wording is All cards with vowels on one side have an even number on the other.', 'OK, we have the same wording then', 'My option 8 and 5.', 'Why? Who cares what is behind the 8?', 'wait no im dumb 5 doesnt verify the rule in any way', 'it is an even number', '5 will sure proove it wrong if it is', 'It doesnt say all evens have a vowel. It says all vowels have an even. different thing all together', 'if you flip over the 8 it should have a vowel if the rule is correct', 'We have less time', 'Nope', 'im just going with 8 since that is the only thing the rule refers to', 'Where does the rule say a consanant cant have an even?', '5 + U', ""'it doesn''t but we don''t need to verify whether constanants are with evens'"", 'only vowels', 'Right. We need to find an example of a vowel not having an even', 'i thought it meant test as in verify if it is true', 'Out of time', 'True aleays, not true sometimes', 'always', 'My option 8 +U']","{'cards': ['5', 'U', '8', 'B'], 'Koala': ['U', '8'], 'Ox': ['B', 'U'], 'Bat': ['8'], 'Alpaca': ['5', 'U']}",-0.03174603174603163
